"amount","project_number","report_fy","budget_cycle","fund_type","fund_number","asset_owning_dept","project_name","account","account_number"
"75000.0","S12003","12","adopted","Developer Funding","C400221","Parks & Recreation","Rancho Penasquitos Towne Centre Park Imp","Undistributed Budget","512117"
"300000.0","S12004","12","adopted","Developer Funding","C400221","Parks & Recreation","Canyonside Community Park Improvements","Undistributed Budget","512117"
"156676.0","S00838","12","adopted","Donations","C400264","Transportation & Storm Water","Scripps Ranch/Mira Mesa Medians Project","Undistributed Budget","512117"
"1531029.0","ABE00001","12","adopted","General Fund","C400265","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"500082.0","ACA00001","12","adopted","General Fund","C400265","Transportation & Storm Water","Drainage Projects","Undistributed Budget","512117"
"799918.0","ACC00001","12","adopted","General Fund","C400265","Transportation & Storm Water","Watershed CIP","Undistributed Budget","512117"
"1700000.0","L12002","12","adopted","General Fund","C400265","Fire-Rescue","SDFD Station Alerting","Undistributed Budget","512117"
"900000.0","S12021","12","adopted","General Fund","C400265","Department of Information Technology","Supplier Relationship Management - SAP","Undistributed Budget","512117"
"141000.0","S11006","12","adopted","Developer Funding","C400269","Parks & Recreation","Torrey Hills SDG&E Easement Enhancement","Undistributed Budget","512117"
"300000.0","ABT00001","12","adopted","Deferred Capital Projects Bonds","C400624","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"175000.0","S10042","12","adopted","Fleet Services Internal Service Fund","C400676","Public Works - General Services","Fitting Facility Expansion","Undistributed Budget","512117"
"1173400.0","ABP00003","12","adopted","Sewer Funds","C700008","Public Utilities","Pump Station 64,65, Penasquitos, E Mission Gorge","Undistributed Budget","512117"
"30000000.0","AJA00001","12","adopted","Sewer Funds","C700008","Public Utilities","Sewer Main Replacements","Undistributed Budget","512117"
"13020462.0","AJB00001","12","adopted","Sewer Funds","C700008","Public Utilities","Metropolitan Waste Water Department Trunk Sewers","Undistributed Budget","512117"
"3926100.0","S00308","12","adopted","Sewer Funds","C700008","Public Utilities","PS 84 Upgrade & PS 62 Abandon","Undistributed Budget","512117"
"4000000.0","S00336","12","adopted","Sewer Funds","C700008","Public Utilities","Harbor Drive Trunk Sewer Replacement","Undistributed Budget","512117"
"1409814.0","S11100","12","adopted","Sewer Funds","C700008","Public Utilities","CIS ERP Implementation","Undistributed Budget","512117"
"700000.0","L10000","12","adopted","Sewer Funds","C700009","Public Utilities","Metro Facilities Control Systems Upgrade","Undistributed Budget","512117"
"250000.0","S00312","12","adopted","Sewer Funds","C700009","Public Utilities","PS2 Power Reliability & Surge Protection","Undistributed Budget","512117"
"3750000.0","S00315","12","adopted","Sewer Funds","C700009","Public Utilities","Point Loma Grit Processing Improvements","Undistributed Budget","512117"
"5294557.0","S00322","12","adopted","Sewer Funds","C700009","Public Utilities","MBC Biosolids Storage Silos","Undistributed Budget","512117"
"8823952.0","ABJ00001","12","adopted","Water Fund","C700010","Public Utilities","Water Pump Station Restoration","Undistributed Budget","512117"
"824304.0","ABK00001","12","adopted","Water Fund","C700010","Public Utilities","Dams and Reservoirs","Undistributed Budget","512117"
"4486986.0","ABL00001","12","adopted","Water Fund","C700010","Public Utilities","Standpipe and Reservoir Rehabilitations","Undistributed Budget","512117"
"900000.0","ABM00001","12","adopted","Water Fund","C700010","Public Utilities","Groundwater Asset Development Program","Undistributed Budget","512117"
"500000.0","AKA00002","12","adopted","Water Fund","C700010","Public Utilities","Pressure Reduction Facility Upgrades","Undistributed Budget","512117"
"250000.0","AKB00002","12","adopted","Water Fund","C700010","Public Utilities","Freeway Relocation","Undistributed Budget","512117"
"39912978.0","AKB00003","12","adopted","Water Fund","C700010","Public Utilities","Water Main Replacements","Undistributed Budget","512117"
"150000.0","S00018","12","adopted","Water Fund","C700010","Public Utilities","South Bay Reclamation System","Undistributed Budget","512117"
"200000.0","S00019","12","adopted","Water Fund","C700010","Public Utilities","Harbor Drive Pipeline","Undistributed Budget","512117"
"67505.0","S00041","12","adopted","Water Fund","C700010","Public Utilities","Morena Reservoir Outlet Tower Upgrade","Undistributed Budget","512117"
"1000000.0","S10008","12","adopted","Water Fund","C700010","Public Utilities","El Monte Pipeline No 2","Undistributed Budget","512117"
"400000.0","S10013","12","adopted","Water Fund","C700010","Public Utilities","Barrett Flume Cover","Undistributed Budget","512117"
"7887022.0","S10123","12","adopted","Water Fund","C700010","Public Utilities","Water Group Job 915 (3012)","Undistributed Budget","512117"
"560000.0","S11021","12","adopted","Water Fund","C700010","Public Utilities","University Ave Pipeline Replacement","Undistributed Budget","512117"
"1575000.0","S11022","12","adopted","Water Fund","C700010","Public Utilities","Upas St Pipeline Replacement","Undistributed Budget","512117"
"2200000.0","S11025","12","adopted","Water Fund","C700010","Public Utilities","Chollas Building","Undistributed Budget","512117"
"363562.0","S11026","12","adopted","Water Fund","C700010","Public Utilities","Montezuma/Mid-City Pipeline Phase II","Undistributed Budget","512117"
"1000000.0","S11027","12","adopted","Water Fund","C700010","Public Utilities","Otay 1st/2nd PPL Abandon E of Highland","Undistributed Budget","512117"
"1409814.0","S11100","12","adopted","Water Fund","C700010","Public Utilities","CIS ERP Implementation","Undistributed Budget","512117"
"7342159.0","S11108","12","adopted","Water Fund","C700010","Public Utilities","Water Group 787","Undistributed Budget","512117"
"250000.0","S12007","12","adopted","Water Fund","C700010","Public Utilities","El Capitan Potable Water Segment","Undistributed Budget","512117"
"100000.0","S12008","12","adopted","Water Fund","C700010","Public Utilities","Catalina 12inch Cast Iron Mains","Undistributed Budget","512117"
"100000.0","S12009","12","adopted","Water Fund","C700010","Public Utilities","La Jolla Scenic Drive 16inch Main","Undistributed Budget","512117"
"100000.0","S12010","12","adopted","Water Fund","C700010","Public Utilities","30th Street Pipeline Replacement","Undistributed Budget","512117"
"250000.0","S12011","12","adopted","Water Fund","C700010","Public Utilities","69th & Mohawk Pump Station","Undistributed Budget","512117"
"100000.0","S12012","12","adopted","Water Fund","C700010","Public Utilities","Cielo & Woodman Pump Station","Undistributed Budget","512117"
"250000.0","S12013","12","adopted","Water Fund","C700010","Public Utilities","Alvarado 2nd Extension Pipeline","Undistributed Budget","512117"
"250000.0","S12014","12","adopted","Water Fund","C700010","Public Utilities","Recycled Water Tank Modifications","Undistributed Budget","512117"
"250000.0","S12015","12","adopted","Water Fund","C700010","Public Utilities","Pacific Beach Pipeline South (W)","Undistributed Budget","512117"
"100000.0","S12016","12","adopted","Water Fund","C700010","Public Utilities","Otay 1st/2nd PPL West of Highland Avenue","Undistributed Budget","512117"
"100000.0","S12017","12","adopted","Water Fund","C700010","Public Utilities","Del Mar Heights East Segment","Undistributed Budget","512117"
"168248.0","S12018","12","adopted","Water Fund","C700010","Public Utilities","Lower Otay Outlet Tower","Undistributed Budget","512117"
"1371531.0","AAA00002","12","adopted","Airport Funds","C700028","Airports","Brown Field","Undistributed Budget","512117"
"24260.0","S00773","12","adopted","Airport Funds","C700028","Airports","Brown Field Electrical Upgrade","Undistributed Budget","512117"
"1796497.0","AAA00001","12","adopted","Airport Funds","C700030","Airports","Montgomery-Gibbs Executive Airport","Undistributed Budget","512117"
"218222.0","S00680","12","adopted","Airport Funds","C700030","Airports","Montgomery Field Rehabilitation","Undistributed Budget","512117"
"115090.0","ABT00005","12","adopted","Refuse Disposal Fund","C700040","Public Works - General Services","Environmental Services Facilities Improvements","Undistributed Budget","512117"
"270000.0","AFA00001","12","adopted","Refuse Disposal Fund","C700040","Environmental Services","Minor Improvements to Landfills","Undistributed Budget","512117"
"270000.0","AKC00001","12","adopted","Refuse Disposal Fund","C700040","Public Utilities","Groundwater Monitoring Network","Undistributed Budget","512117"
"1800000.0","S00682","12","adopted","Refuse Disposal Fund","C700040","Environmental Services","Arizona St Landfill Closure & Mods","Undistributed Budget","512117"
"1300000.0","S00684","12","adopted","Refuse Disposal Fund","C700040","Environmental Services","South Chollas Landfill Improvements","Undistributed Budget","512117"
"43000.0","S00776","12","adopted","Refuse Disposal Fund","C700040","Environmental Services","South Chollas Landfill","Undistributed Budget","512117"
"300000.0","S01074","12","adopted","Refuse Disposal Fund","C700040","Environmental Services","West Miramar Refuse Disposal Fac Ph 2","Undistributed Budget","512117"
"1750000.0","S01088","12","adopted","Refuse Disposal Fund","C700040","Environmental Services","Future Waste Mgmt Disposal & Pro Fac","Undistributed Budget","512117"
"300000.0","AEA00002","12","adopted","Golf Course Enterprise Fund","C700044","Parks & Recreation","Balboa Park Golf Course","Undistributed Budget","512117"
"1100000.0","AEA00001","12","adopted","Golf Course Enterprise Fund","C700045","Parks & Recreation","Torrey Pines Golf Course","Undistributed Budget","512117"
"300000.0","AEA00003","12","adopted","Golf Course Enterprise Fund","C700046","Parks & Recreation","Mission Bay Golf Course","Undistributed Budget","512117"
"700000.0","S12000","12","adopted","State Grants","C600001","Library","Library Collection Conversion to RFID","Undistributed Budget","512117"
"100000.0","ABE00001","16","adopted","Development Impact Fees","C400112","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"60000.0","ABE00001","16","adopted","Development Impact Fees","C400118","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"250000.0","ABE00001","16","adopted","Development Impact Fees","C400129","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"137000.0","ABE00001","16","adopted","Development Impact Fees","C400132","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"49900.0","ABE00001","16","adopted","Development Impact Fees","C400136","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"865000.0","ABE00001","16","adopted","General Fund","C400265","Citywide","Americans with Disabilities Improvements","Undistributed Budget","512117"
"615940.0","ABI00001","16","adopted","Water Fund","C700010","Public Utilities","Water Treatment Plants","Undistributed Budget","512117"
"3125040.0","ABJ00001","16","adopted","Water Fund","C700010","Public Utilities","Water Pump Station Restoration","Undistributed Budget","512117"
"5500000.0","ABK00001","16","adopted","Water Fund","C700010","Public Utilities","Dams and Reservoirs","Undistributed Budget","512117"
"2088248.0","ABL00001","16","adopted","Water Fund","C700010","Public Utilities","Standpipe and Reservoir Rehabilitations","Undistributed Budget","512117"
"4000000.0","ABO00001","16","adopted","Sewer Funds","C700009","Public Utilities","Metro Treatment Plants","Undistributed Budget","512117"
"1900000.0","ABP00001","16","adopted","Sewer Funds","C700008","Public Utilities","Pump Station Restorations","Undistributed Budget","512117"
"5264086.0","ABT00001","16","adopted","General Fund","C400265","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"1675000.0","ACA00001","16","adopted","General Fund","C400265","Transportation & Storm Water","Drainage Projects","Undistributed Budget","512117"
"4380361.0","ACC00001","16","adopted","General Fund","C400265","Transportation & Storm Water","Watershed CIP","Undistributed Budget","512117"
"175000.0","AEA00002","16","adopted","Golf Course Enterprise Fund","C700044","Parks & Recreation","Balboa Park Golf Course","Undistributed Budget","512117"
"853152.0","AGE00001","16","adopted","Environmental Growth Funds","C200110","Parks & Recreation","Resource-Based Open Space Parks","Undistributed Budget","512117"
"500000.0","AGE00001","16","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Resource-Based Open Space Parks","Undistributed Budget","512117"
"6296250.0","AGF00004","16","adopted","Mission Bay Park Improvement Fund","C200386","Parks & Recreation","Mission Bay Improvements","Undistributed Budget","512117"
"5000000.0","AID00001","16","adopted","Utilities Undergrounding Program Fund","C200218","Transportation & Storm Water","Utilities Undergrounding Program","Undistributed Budget","512117"
"5000000.0","AID00006","16","adopted","Gas Tax Fund","C200118","Transportation & Storm Water","Concrete Streets","Undistributed Budget","512117"
"60000.0","AID00007","16","adopted","Bus Stop Capital Improvement Fund","C400691","Transportation & Storm Water","Bus Stop Improvements","Undistributed Budget","512117"
"1000000.0","AIE00001","16","adopted","TransNet Funds","C400169","Transportation & Storm Water","Bridge Rehabilitation","Undistributed Budget","512117"
"500000.0","AIE00001","16","adopted","General Fund","C400265","Transportation & Storm Water","Bridge Rehabilitation","Undistributed Budget","512117"
"1000000.0","AIH00001","16","adopted","General Fund","C400265","Transportation & Storm Water","Installation of City Owned Street Lights","Undistributed Budget","512117"
"2700000.0","AIH00002","16","adopted","General Fund","C400265","Transportation & Storm Water","Street Light Circuit Upgrades","Undistributed Budget","512117"
"3600000.0","AIK00003","16","adopted","General Fund","C400265","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"100000.0","AIL00001","16","adopted","General Fund","C400265","Transportation & Storm Water","Traffic Calming","Undistributed Budget","512117"
"1349521.0","AIL00002","16","adopted","TransNet Funds","C400169","Transportation & Storm Water","Install T/S Interconnect Systems","Undistributed Budget","512117"
"220000.0","AIL00004","16","adopted","Development Impact Fees","C400121","Transportation & Storm Water","Traffic Signals - Citywide","Undistributed Budget","512117"
"10000.0","AIL00005","16","adopted","Development Impact Fees","C400115","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"91000.0","AIL00005","16","adopted","General Fund","C400265","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"42000000.0","AJA00001","16","adopted","Sewer Funds","C700008","Public Utilities","Sewer Main Replacements","Undistributed Budget","512117"
"47745627.0","AJA00002","16","adopted","Sewer Funds","C700008","Public Utilities","Pipeline Rehabilitation","Undistributed Budget","512117"
"2600000.0","AJA00003","16","adopted","Sewer Funds","C700008","Public Utilities","Unscheduled Projects","Undistributed Budget","512117"
"250000.0","AKA00002","16","adopted","Water Fund","C700010","Public Utilities","Pressure Reduction Facility Upgrades","Undistributed Budget","512117"
"10404555.0","AKA00003","16","adopted","Water Fund","C700010","Public Utilities","Large Diameter Water Transmission PPL","Undistributed Budget","512117"
"45966097.0","AKB00003","16","adopted","Water Fund","C700010","Public Utilities","Water Main Replacements","Undistributed Budget","512117"
"500000.0","AKB00007","16","adopted","Water Fund","C700010","Public Utilities","Instrumentation and Control","Undistributed Budget","512117"
"3452565.0","ALA00001","16","adopted","Sewer Funds","C700009","Public Utilities","PURE Water Program","Undistributed Budget","512117"
"15240913.0","ALA00001","16","adopted","Water Fund","C700010","Public Utilities","PURE Water Program","Undistributed Budget","512117"
"15000.0","L12001","16","adopted","Maintenance Assessment Districts","C200076","Parks & Recreation","Talmadge Historic Gates","Undistributed Budget","512117"
"1000000.0","L14005","16","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Sunset Cliffs Park Drainage Improvements","Undistributed Budget","512117"
"300000.0","S00044","16","adopted","Water Fund","C700010","Public Utilities","Lower Otay Reservoir Emer Outlet Improve","Undistributed Budget","512117"
"500000.0","S00050","16","adopted","Water Fund","C700010","Public Utilities","Water Department Security Upgrades","Undistributed Budget","512117"
"250000.0","S00309","16","adopted","Sewer Funds","C700009","Public Utilities","NCWRP Sludge Pump Station Upgrade","Undistributed Budget","512117"
"9140000.0","S00312","16","adopted","Sewer Funds","C700009","Public Utilities","PS2 Power Reliability & Surge Protection","Undistributed Budget","512117"
"1000000.0","S00315","16","adopted","Sewer Funds","C700009","Public Utilities","Point Loma Grit Processing Improvements","Undistributed Budget","512117"
"415612.0","S00323","16","adopted","Sewer Funds","C700009","Public Utilities","MBC Odor Control Facility Upgrades","Undistributed Budget","512117"
"7566887.0","S00667","16","adopted","Facilities Benefit Assessments","C400085","Parks & Recreation","Mira Mesa CP - Exp & Aquatic Complex","Undistributed Budget","512117"
"23751.0","S00667","16","adopted","Developer Funding","C400223","Parks & Recreation","Mira Mesa CP - Exp & Aquatic Complex","Undistributed Budget","512117"
"200000.0","S00752","16","adopted","General Fund","C400265","Parks & Recreation","Beyer Park Development","Undistributed Budget","512117"
"292630.0","S00760","16","adopted","Park Service District Funds","C400054","Parks & Recreation","West Maple Canyon MP","Undistributed Budget","512117"
"75000.0","S00795","16","adopted","Development Impact Fees","C400114","Library","Kensington/Normal Heights Library","Undistributed Budget","512117"
"140000.0","S00800","16","adopted","Development Impact Fees","C400116","Library","San Carlos Branch Library","Undistributed Budget","512117"
"2580000.0","S00802","16","adopted","Bond Financing","C400698","Library","San Ysidro Branch Library","Undistributed Budget","512117"
"1296000.0","S00802","16","adopted","Bond Financing","C400699","Library","San Ysidro Branch Library","Undistributed Budget","512117"
"50000.0","S00826","16","adopted","Maintenance Assessment Districts","C200095","Parks & Recreation","El Cajon Blvd Streetscape Improvements","Undistributed Budget","512117"
"450000.0","S00851","16","adopted","Development Impact Fees","C400135","Transportation & Storm Water","SR 163/Friars Road","Undistributed Budget","512117"
"12000000.0","S00851","16","adopted","TransNet Funds","C400169","Transportation & Storm Water","SR 163/Friars Road","Undistributed Budget","512117"
"30000.0","S00944","16","adopted","TransNet Funds","C400169","Transportation & Storm Water","Bayshore Bikeway","Undistributed Budget","512117"
"41004.0","S01083","16","adopted","Park Service District Funds","C400029","Parks & Recreation","Fairbrook Neighborhood Park Development","Undistributed Budget","512117"
"30000.0","S10037","16","adopted","Maintenance Assessment Districts","C200081","Parks & Recreation","Camino Santa Fe Median Improvements","Undistributed Budget","512117"
"10000.0","S10040","16","adopted","Maintenance Assessment Districts","C200063","Parks & Recreation","North Park/Main St Sidewalk Improvements","Undistributed Budget","512117"
"5000.0","S10054","16","adopted","Maintenance Assessment Districts","C200063","Parks & Recreation","Switzer Canyon Bridge Enhancement Prog","Undistributed Budget","512117"
"9858396.0","S11021","16","adopted","Water Fund","C700010","Public Utilities","University Ave Pipeline Replacement","Undistributed Budget","512117"
"3000000.0","S11022","16","adopted","Water Fund","C700010","Public Utilities","Upas St Pipeline Replacement","Undistributed Budget","512117"
"2192000.0","S11024","16","adopted","Water Fund","C700010","Public Utilities","Miramar Clearwell Improvements","Undistributed Budget","512117"
"196000.0","S11048","16","adopted","Development Impact Fees","C400117","Transportation & Storm Water","Pacific Beach Curb Ramp Barrier Removal","Undistributed Budget","512117"
"27843.0","S11051","16","adopted","Park Service District Funds","C400069","Parks & Recreation","Silver Wing NP Sports Field/Lighting","Undistributed Budget","512117"
"4450000.0","S11060","16","adopted","TransNet Funds","C400169","Transportation & Storm Water","Otay Mesa Truck Route Phase 4","Undistributed Budget","512117"
"8449.0","S11103","16","adopted","Park Service District Funds","C400065","Parks & Recreation","Valencia Park Acquisition & Development","Undistributed Budget","512117"
"1008.0","S12004","16","adopted","Park Service District Funds","C400023","Parks & Recreation","Canyonside Community Park Improvements","Undistributed Budget","512117"
"867184.0","S12008","16","adopted","Water Fund","C700010","Public Utilities","Catalina 12inch Cast Iron Mains","Undistributed Budget","512117"
"3927505.0","S12009","16","adopted","Water Fund","C700010","Public Utilities","La Jolla Scenic Drive 16inch Main","Undistributed Budget","512117"
"932000.0","S12012","16","adopted","Water Fund","C700010","Public Utilities","Cielo & Woodman Pump Station","Undistributed Budget","512117"
"203986.0","S12013","16","adopted","Water Fund","C700010","Public Utilities","Alvarado 2nd Extension Pipeline","Undistributed Budget","512117"
"408016.0","S12014","16","adopted","Water Fund","C700010","Public Utilities","Recycled Water Tank Modifications","Undistributed Budget","512117"
"4093000.0","S12015","16","adopted","Water Fund","C700010","Public Utilities","Pacific Beach Pipeline South (W)","Undistributed Budget","512117"
"1250000.0","S12016","16","adopted","Water Fund","C700010","Public Utilities","Otay 1st/2nd PPL West of Highland Avenue","Undistributed Budget","512117"
"7050000.0","S12040","16","adopted","Water Fund","C700010","Public Utilities","Tierrasanta (Via Dominique) Pump Station","Undistributed Budget","512117"
"2543.0","S13004","16","adopted","Park Service District Funds","C400070","Parks & Recreation","Larsen Field ADA Improvements Phase II","Undistributed Budget","512117"
"1450000.0","S13008","16","adopted","Environmental Growth Funds","C200109","Parks & Recreation","Mohnike Adobe and Barn Restoration","Undistributed Budget","512117"
"500000.0","S13008","16","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Mohnike Adobe and Barn Restoration","Undistributed Budget","512117"
"100000.0","S13011","16","adopted","Development Impact Fees","C400118","Fire-Rescue","Fire Station No. 15 - Ocean Beach Expansion","Undistributed Budget","512117"
"981098.0","S13014","16","adopted","Environmental Growth Funds","C200110","Parks & Recreation","Los Penasquitos Canyon Preserve South Trail Restoration","Undistributed Budget","512117"
"3608375.0","S13015","16","adopted","Water Fund","C700010","Public Utilities","Water & Sewer Group Job 816 (W)","Undistributed Budget","512117"
"5000000.0","S13021","16","adopted","Facilities Benefit Assessments","C400080","Fire-Rescue","Fire Station No. 50 - North University City","Undistributed Budget","512117"
"70000.0","S13022","16","adopted","Development Impact Fees","C400121","Library","Mission Hills-Hillcrest Library","Undistributed Budget","512117"
"5145132.0","S13100","16","adopted","General Fund","C400265","Police","CAD System Replacement Project","Undistributed Budget","512117"
"5116800.0","S14000","16","adopted","OneSD/ERP Funding","C200610","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"745078.0","S14000","16","adopted","Sewer Funds","C700008","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"431361.0","S14000","16","adopted","Sewer Funds","C700009","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"784292.0","S14000","16","adopted","Water Fund","C700010","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"900000.0","S15000","16","adopted","General Fund","C400265","Environmental Services","CNG Fueling Station for Refuse & Recycling","Undistributed Budget","512117"
"983.0","S15004","16","adopted","Park Service District Funds","C400075","Parks & Recreation","Rancho Mission Neighborhood Park Play Area Upgrade","Undistributed Budget","512117"
"1999.0","S15008","16","adopted","Park Service District Funds","C400036","Parks & Recreation","Linda Vista Skate Park","Undistributed Budget","512117"
"170000.0","S15011","16","adopted","Development Impact Fees","C400098","Library","Tierrasanta Library Expansion","Undistributed Budget","512117"
"39981.0","S15012","16","adopted","Developer Funding","C200636","Fire-Rescue","Fire-Rescue Air Operations Facility","Undistributed Budget","512117"
"293000.0","S15012","16","adopted","Development Impact Fees","C400132","Fire-Rescue","Fire-Rescue Air Operations Facility","Undistributed Budget","512117"
"690100.0","S15012","16","adopted","Development Impact Fees","C400136","Fire-Rescue","Fire-Rescue Air Operations Facility","Undistributed Budget","512117"
"330000.0","S15019","16","adopted","Sewer Funds","C700008","Public Utilities","Alvarado Trunk Sewer Phase IV","Undistributed Budget","512117"
"30000.0","S15020","16","adopted","Sewer Funds","C700008","Public Utilities","Tecolote Canyon Trunk Sewer Improvement","Undistributed Budget","512117"
"150000.0","S15027","16","adopted","Water Fund","C700010","Public Utilities","La Jolla View Reservoir","Undistributed Budget","512117"
"500000.0","S15034","16","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Junipero Serra Museum ADA Improvements","Undistributed Budget","512117"
"35379.0","S15035","16","adopted","Park Service District Funds","C400046","Parks & Recreation","EB Scripps Pk Comfort Station Replacement","Undistributed Budget","512117"
"2586.0","S15037","16","adopted","Park Service District Funds","C400044","Parks & Recreation","Doyle Park Community Park ADA Upgrades","Undistributed Budget","512117"
"17816.0","S15037","16","adopted","Park Service District Funds","C400045","Parks & Recreation","Doyle Park Community Park ADA Upgrades","Undistributed Budget","512117"
"7624.0","S15038","16","adopted","Park Service District Funds","C400066","Parks & Recreation","Skyline Hills Community Park ADA Improve","Undistributed Budget","512117"
"250000.0","S15038","16","adopted","General Fund","C400265","Parks & Recreation","Skyline Hills Community Park ADA Improve","Undistributed Budget","512117"
"9023.0","S15040","16","adopted","Park Service District Funds","C400060","Parks & Recreation","Golf Course Drive Improvements","Undistributed Budget","512117"
"15000000.0","S15042","16","adopted","Development Impact Fees","C400122","Fire-Rescue","Fire Station No. 02 - Bayside","Undistributed Budget","512117"
"5000000.0","S15042","16","adopted","General Fund","C400265","Fire-Rescue","Fire Station No. 02 - Bayside","Undistributed Budget","512117"
"14300000.0","S16012","16","adopted","Development Impact Fees","C400122","Parks & Recreation","East Village Green Phase 1","Undistributed Budget","512117"
"600000.0","S16013","16","adopted","Development Impact Fees","C400122","Parks & Recreation","Children's Park Improvements","Undistributed Budget","512117"
"100000.0","S16014","16","adopted","Development Impact Fees","C400122","Parks & Recreation","East Village Green General Development Plan","Undistributed Budget","512117"
"270000.0","S16015","16","adopted","Development Impact Fees","C400127","Fire-Rescue","College Area Fire Station","Undistributed Budget","512117"
"150000.0","S16016","16","adopted","General Fund","C400265","Parks & Recreation","Kelly St Neighborhood Pk Security Lighting Upgrade","Undistributed Budget","512117"
"1678.0","S16017","16","adopted","Park Service District Funds","C400064","Parks & Recreation","Encanto Comm Pk Security Lighting Upgrades","Undistributed Budget","512117"
"150000.0","S16017","16","adopted","General Fund","C400265","Parks & Recreation","Encanto Comm Pk Security Lighting Upgrades","Undistributed Budget","512117"
"150000.0","S16018","16","adopted","General Fund","C400265","Parks & Recreation","Marie Widman Memorial Pk Security Lighting Upgrade","Undistributed Budget","512117"
"450000.0","S16019","16","adopted","General Fund","C400265","Parks & Recreation","Lomita Neighborhood Park Playground ADA Upgrades","Undistributed Budget","512117"
"450000.0","S16020","16","adopted","General Fund","C400265","Parks & Recreation","Memorial Comm Pk Playground ADA Upgrades","Undistributed Budget","512117"
"150000.0","S16021","16","adopted","General Fund","C400265","Parks & Recreation","Skyline Hills Comm Pk Security Lighting Upgrades","Undistributed Budget","512117"
"1000000.0","S16022","16","adopted","General Fund","C400265","Transportation & Storm Water","Market St-Euclid to Pitta-Improvements","Undistributed Budget","512117"
"0.01","ABT00001","11","adopted","Deferred Capital Projects Bonds","C400848","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"0.01","ABT00001","11","adopted","Deferred Capital Projects Bonds","C400853","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"0.01","ABT00001","11","adopted","Deferred Capital Projects Bonds","C400859","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"0.01","ABT00001","11","adopted","Deferred Capital Projects Bonds","C400860","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"38000.0","S10032","11","adopted","Maintenance Assessment Districts","C200043","Parks & Recreation","Rancho Penasquitos Monument Signs","Undistributed Budget","512117"
"100000.0","S00826","11","adopted","Maintenance Assessment Districts","C200050","Parks & Recreation","El Cajon Blvd Streetscape Improvements","Undistributed Budget","512117"
"165000.0","S10038","11","adopted","Maintenance Assessment Districts","C200060","Parks & Recreation","Del Mar Terrace Street Improvements","Undistributed Budget","512117"
"25000.0","S10040","11","adopted","Maintenance Assessment Districts","C200064","Parks & Recreation","North Park/Main St Sidewalk Improvements","Undistributed Budget","512117"
"5000.0","S10054","11","adopted","Maintenance Assessment Districts","C200064","Parks & Recreation","Switzer Canyon Bridge Enhancement Prog","Undistributed Budget","512117"
"300000.0","S11006","11","adopted","Maintenance Assessment Districts","C200070","Parks & Recreation","Torrey Hills SDG&E Easement Enhancement","Undistributed Budget","512117"
"150000.0","S11009","11","adopted","Maintenance Assessment Districts","C200074","Parks & Recreation","Torrey Highlands Community ID & Enhance","Undistributed Budget","512117"
"100000.0","S00820","11","adopted","Maintenance Assessment Districts","C200077","Parks & Recreation","Talmadge Street Improvements","Undistributed Budget","512117"
"229000.0","S11007","11","adopted","Maintenance Assessment Districts","C200103","Parks & Recreation","Bird Rock Median Lighting","Undistributed Budget","512117"
"170000.0","S00611","11","adopted","Environmental Growth Funds","C200110","Parks & Recreation","Old Mission Dam Preservation","Undistributed Budget","512117"
"750000.0","ABG00001","11","adopted","Stadium Fund","C200116","Citywide","Stadium","Undistributed Budget","512117"
"7500000.0","AID00001","11","adopted","Utilities Undergrounding Program Fund","C200218","Transportation & Storm Water","Utilities Undergrounding Program","Undistributed Budget","512117"
"450000.0","S11034","11","adopted","Concourse & Parking Garages Operating Fund","C200300","Real Estate Assets","Evan V. Jones Parkade Parking Equipment Upgrade","Undistributed Budget","512117"
"872678.0","AGF00004","11","adopted","Mission Bay Park Improvement Fund","C200386","Parks & Recreation","Mission Bay Improvements","Undistributed Budget","512117"
"2500000.0","AGF00005","11","adopted","San Diego Regional Parks Improvement Fund","C200391","Parks & Recreation","Regional Park Improvements","Undistributed Budget","512117"
