"dept_group","dept_name","dept_division","dept_section","funds_center","funds_center_number"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Allied Gardens","1714131211"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Azalea","1714131212"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Cesar Chavez/San Ysidro (Larsen)","1714131219"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Chollas Lake","1714131213"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","City Heights","1714131214"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Colina Del Sol","1714131215"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Dolores Magdaleno Memorial","1714131228"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Encanto","1714131229"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Golden Hill","1714131230"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Martin Luther King Jr.","1714131231"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Mid City Gymnasium","1714131216"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Montgomery-Waller","1714131220"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Mountain View","1714131232"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","North Park","1714131233"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Paradise Hills","1714131221"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Park De La Cruz","1714131238"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Penn Athletic","1714131222"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Presidio","1714131237"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","San Carlos","1714131217"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","San Ysidro Community / Irving Salomon","1714131223"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Section Management","1714131201"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Silver Wing","1714131224"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Skyline","1714131225"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","South Bay","1714131226"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Southcrest","1714131234"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Stockton","1714131235"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Tierrasanta","1714131218"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Maintenance","Willie Henderson Sports Complex","1714131236"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Adams","1714131111"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Allied Gardens","1714131112"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Azalea","1714131113"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Cesar Chavez/San Ysidro (Larsen)","1714131114"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Chollas Lake","1714131115"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","City Heights","1714131116"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Colina Del Sol","1714131117"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Dolores Magdaleno Memorial","1714131118"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Encanto","1714131119"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Golden Hill","1714131120"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Martin Luther King Jr.","1714131121"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Mid City Gymnasium","1714131122"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Montgomery-Waller","1714131123"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Mountain View","1714131124"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","North Park","1714131125"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Paradise Hills","1714131126"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Park De La Cruz","1714131138"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Penn Athletic","1714131127"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Presidio","1714131137"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","San Carlos","1714131128"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","San Ysidro Community / Irving Salomon","1714131129"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Section Management","1714131101"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Silver Wing","1714131130"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Skyline","1714131131"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","South Bay","1714131132"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Southcrest","1714131133"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Stockton","1714131134"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Tierrasanta","1714131135"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Facilities Operations","Willie Henderson Sports Complex","1714131136"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Adams","1714131311"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Allied Gardens","1714131312"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Azalea","1714131313"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Cesar Chavez/San Ysidro (Larsen)","1714131314"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Chollas Lake","1714131315"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","City Heights","1714131316"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Colina Del Sol","1714131317"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Dolores Magdaleno Memorial","1714131318"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Encanto","1714131319"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Golden Hill","1714131320"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Martin Luther King Jr.","1714131321"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Mid City Gymnasium","1714131322"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Montgomery-Waller","1714131323"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Mountain View","1714131324"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","North Park","1714131325"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Paradise Hills","1714131326"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Park De La Cruz","1714131338"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Penn Athletic","1714131327"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Presidio","1714131337"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","San Carlos","1714131328"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","San Ysidro Community / Irving Salomon","1714131329"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Section Management","1714131301"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Silver Wing","1714131330"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Skyline","1714131331"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","South Bay","1714131332"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Southcrest","1714131333"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Stockton","1714131334"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Tierrasanta","1714131335"
"Parks & Recreation","Parks & Recreation","Community Parks II","CP II - Park Maintenance","Willie Henderson Sports Complex","1714131336"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Allied Gardens","1714131411"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Bud Kearns Memorial Pool","1714131412"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Carmel Valley","1714131413"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","City Heights Swim Center","1714131414"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Clairemont Pool","1714131415"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Colina Del Sol","1714131416"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Kearny Mesa","1714131417"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Martin Luther King Jr.","1714131418"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Memorial Pool","1714131419"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Mira Mesa Hour Glass","1714131420"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Ned Baumer Aquatic Center","1714131421"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Section Management","1714131401"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Swanson Pool","1714131422"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Tierrasanta Pool","1714131423"
"Parks & Recreation","Parks & Recreation","Community Parks II","Swimming Pool Operations","Vista Terrace Pool","1714131424"
"Parks & Recreation","Parks & Recreation","Community Parks II","TRS & Seniors","TRS and Seniors","1714131611"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Balboa Park Group","Balboa Park Events","1714141214"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Balboa Park Group","Balboa Park Facility Mgmt./Maint.","1714141216"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Balboa Park Group","Balboa Park Grounds Maintenance","1714141212"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Balboa Park Group","Balboa Park Horticultural Collection","1714141211"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Balboa Park Group","Balboa Park Outdoor Restroom Maint.","1714141217"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Balboa Park Group","Balboa Park Rangers","1714141213"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Balboa Park Group","Balboa Park Recreation Facility Mgmt.","1714141215"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Balboa Park Group","Citywide Dance Program","1714141218"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Balboa Park Group","Section Management","1714141201"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Beaches / Shoreline Park Group","Beach / Shore Aquatic / Non-Rout Maint","1714141415"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Beaches / Shoreline Park Group","Beach / Shore Beach Maint","1714141414"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Beaches / Shoreline Park Group","Beach / Shore Hort / Custodial Maint","1714141413"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Beaches / Shoreline Park Group","Beach / Shore Parks","1714141411"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Beaches / Shoreline Park Group","Beach / Shore Turf Maint","1714141412"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Beaches / Shoreline Park Group","Section Management","1714141401"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Beaches / Shoreline Park Group","Shoreline Park Rangers","1714141416"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Citywide Group","Citywide Aerification / Renovation","1714141119"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Citywide Group","Citywide Aquatic Maint","1714141118"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Citywide Group","Citywide Facility Repair","1714141117"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Citywide Group","Citywide Irrigation","1714141111"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Citywide Group","Citywide Mowing","1714141112"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Citywide Group","Citywide Park Forestry","1714141114"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Citywide Group","Citywide Pest Maintenance","1714141115"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Citywide Group","Citywide Playground / Fixture Repair","1714141116"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Citywide Group","Citywide Sweeping","1714141113"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Citywide Group","Section Management","1714141101"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Developed Regional Parks","Division Management","1714140001"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Developed Regional Parks","Permit Office","1714140012"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Developed Regional Parks","Support Services","1714140011"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Mission Bay Park Group","Mission Bay Park","1714141311"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Mission Bay Park Group","Mission Bay Park Aquatic/Non-Rout Maint","1714141314"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Mission Bay Park Group","Mission Bay Park Hort / Custodial","1714141313"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Mission Bay Park Group","Mission Bay Park Rangers","1714141315"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Mission Bay Park Group","Mission Bay Park Turf Maint.","1714141312"
"Parks & Recreation","Parks & Recreation","Developed Regional Parks","Mission Bay Park Group","Section Management","1714141301"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Capital Improvements","Capital Improvements","1714171401"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Developed Park Maint Group","Balboa Park Maint. Direct Expenses","1714171201"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Developed Park Maint Group","Balboa Park Maint. Reimb.","1714171202"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Developed Park Maint Group","Shoreline Park Maint.","1714171203"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Developed Park Maint Group","Turf Rehabilitation Reimb.","1714171204"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","One Third Reserve","1714171321"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Bay Terrace - Honey rive","1714171317"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Bay Terraces - Parkside","1714171308"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Black Mtn. Ranch South","1714171319"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Campus Point","1714171304"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Carmel Valley","1714171303"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Carmel Valley #10","1714171302"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Coral Gate","1714171316"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to FSDRIP","1714171323"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Gateway Center","1714171312"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Miramar Ranch North","1714171310"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Mira Mesa","1714171313"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to NW Otay-Ocean View","1714171314"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to NW Otay - Robinhood","1714171318"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Park Village","1714171305"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Peñasquitos East","1714171309"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Remington Hills","1714171322"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Sabre Springs","1714171306"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Scripps Miramar","1714171301"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Stonecrest","1714171311"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Tierrasanta","1714171307"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Torrey Highlands","1714171320"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","MAD General Benefit Group","Transfer to Torrey Hills","1714171315"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Open Space Park Maint Group","Black Mountain/San Pasqual Maint.","1714171103"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Open Space Park Maint Group","General OS Maint.","1714171106"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Open Space Park Maint Group","General OS Mgt.","1714171107"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Open Space Park Maint Group","Los Peñasquitos Maintenance","1714171109"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Open Space Park Maint Group","Mission Trails Maint.","1714171101"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Open Space Park Maint Group","Open Space Canyons","1714171108"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Open Space Park Maint Group","Otay Valley Regional Park Maint.","1714171104"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Open Space Park Maint Group","Tecolote Natural Park Maint.","1714171102"
"Parks & Recreation","Parks & Recreation","Environmental Growth 1/3","Open Space Park Maint Group","Transfer to Los Peñasquitos","1714171105"
"Parks & Recreation","Parks & Recreation","Environmental Growth 2/3","Environmental Growth 2/3","Capital Improvements","1714181401"
"Parks & Recreation","Parks & Recreation","Environmental Growth 2/3","Environmental Growth 2/3","Debt Service","1714181402"
"Parks & Recreation","Parks & Recreation","Environmental Growth 2/3","Environmental Growth 2/3","DRP Transfers","1714181403"
"Parks & Recreation","Parks & Recreation","Environmental Growth 2/3","Environmental Growth 2/3","Open Space Maintenance","1714181404"
"Parks & Recreation","Parks & Recreation","Golf Operations","Balboa Park Golf Course","BP - Equipment / Vehicle Maint","1714161211"
"Parks & Recreation","Parks & Recreation","Golf Operations","Balboa Park Golf Course","BP - General / Daily Course Maint","1714161212"
"Parks & Recreation","Parks & Recreation","Golf Operations","Balboa Park Golf Course","BP - Irrigation System Maint","1714161213"
"Parks & Recreation","Parks & Recreation","Golf Operations","Balboa Park Golf Course","BP - Mowing","1714161214"
"Parks & Recreation","Parks & Recreation","Golf Operations","Balboa Park Golf Course","BP - Renovation / Special Projects","1714161215"
"Parks & Recreation","Parks & Recreation","Golf Operations","Balboa Park Golf Course","BP - Section Management","1714161201"
"Parks & Recreation","Parks & Recreation","Golf Operations","Balboa Park Golf Course","BP - Starting / Marshaling","1714161216"
"Parks & Recreation","Parks & Recreation","Golf Operations","Balboa Park Golf Course","BP - Support Services","1714161217"
"Parks & Recreation","Parks & Recreation","Golf Operations","Golf Operations","Division Management","1714160001"
"Parks & Recreation","Parks & Recreation","Golf Operations","Golf Operations","Support Services","1714160011"
"Parks & Recreation","Parks & Recreation","Golf Operations","Mission Bay Golf Course","MB - Driving Range","1714161318"
"Parks & Recreation","Parks & Recreation","Golf Operations","Mission Bay Golf Course","MB - Equipment / Vehicle Maint","1714161311"
"Parks & Recreation","Parks & Recreation","Golf Operations","Mission Bay Golf Course","MB - General / Daily Course Maint","1714161312"
"Parks & Recreation","Parks & Recreation","Golf Operations","Mission Bay Golf Course","MB - Irrigation System Maint","1714161313"
"Parks & Recreation","Parks & Recreation","Golf Operations","Mission Bay Golf Course","MB - Mowing","1714161314"
"Parks & Recreation","Parks & Recreation","Golf Operations","Mission Bay Golf Course","MB - Renovation / Special Projects","1714161315"
"Parks & Recreation","Parks & Recreation","Golf Operations","Mission Bay Golf Course","MB - Section Management","1714161301"
"Parks & Recreation","Parks & Recreation","Golf Operations","Mission Bay Golf Course","MB - Starting / Marshaling","1714161316"
"Parks & Recreation","Parks & Recreation","Golf Operations","Mission Bay Golf Course","MB - Support Services","1714161317"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","North TP - General/Daily Course Maint","1714161119"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","North TP - Irrigation System Maint","1714161121"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","North TP - Mowing","1714161123"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","North TP - Support Services","1714161125"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","South TP - General/Daily Course Maint","1714161118"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","South TP - Irrigation System Maint","1714161120"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","South TP - Mowing","1714161122"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","South TP - Support Services","1714161124"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","TP - Equipment / Vehicle Maint","1714161111"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","TP - General / Daily Course Maint","1714161112"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","TP - Irrigation System Maint","1714161113"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","TP - Mowing","1714161114"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","TP - Renovation / Special Projects","1714161115"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","TP - Section Management","1714161101"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","TP - Starting / Marshaling","1714161116"
"Parks & Recreation","Parks & Recreation","Golf Operations","Torrey Pines Golf Course","TP - Support Services","1714161117"
"Parks & Recreation","Parks & Recreation","Los Peñasquitos Reserve","Los Peñasquitos Reserve","Los Peñasquitos Mgmt / Maint","1714201401"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Administrative Fund","MAD Administrative Fund","1714151401"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Bay Terraces - Honey Drive MAD","1714151639"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Bay Terraces - Parkside MAD","1714151638"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Bird Rock MAD","1714151648"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Black Mtn. Ranch North MAD","1714151637"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Black Mtn. Ranch South MAD","1714151636"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Calle Cristobal MAD","1714151614"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Camino Santa Fe","1714151635"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Campus Point MAD","1714151604"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Carmel Mountain Ranch MAD","1714151617"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Carmel Valley MAD","1714151606"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Carmel Valley MAD Nbhd #10 MAD","1714151624"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Civita MAD","1714151650"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Coral Gate MAD","1714151631"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Coronado View MAD","1714151611"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Del Mar Terrace MAD","1714151623"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Eastgate Technology Park MAD","1714151613"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","El Cajon Blvd. MAD - (Zones 1 and 2)","1714151642"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","First San Diego River Improvement Proj","1714151619"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Gateway Center East MAD","1714151615"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Genesee/N. Torrey Pines Rd. MAD","1714151629"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Hillcrest MAD","1714151641"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Kensington Heights MAD","1714151651"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Kensington Manor MAD","1714151652"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Kensington Park North MAD","1714151653"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Kings Row MAD","1714151626"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","La Jolla Village Drive MAD","1714151618"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Liberty Station/NTC MAD","1714151634"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Linda Vista Community MAD","1714151620"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Miramar Ranch North MAD","1714151616"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Mira Mesa MAD (Zones 1 2 and 3)","1714151608"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Mission Boulevard MAD","1714151605"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Mission Hills Historic Street Light MAD","1714151649"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","North Park MAD","1714151625"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Ocean View Hills MAD","1714151643"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Otay International MAD","1714151622"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Pacific Highlands Ranch MAD","1714151646"
"Parks & Recreation","Parks & Recreation","Open Space","MAD Charges Funds","Park Village MAD","1714151612"
